arm,task,init_idx,env_seed,lane,pin_id,layout,style,success,root,task_uid,journal,journal_line
warmshoot_t0.2,CloseBlenderLid,38,2000038,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:38,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,158
warmshoot_t0.2,CloseBlenderLid,39,2000039,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:39,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,161
warmshoot_t0.2,CloseBlenderLid,40,2000040,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:40,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,164
warmshoot_t0.2,CloseBlenderLid,41,2000041,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:41,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,166
warmshoot_t0.2,CloseBlenderLid,42,2000042,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:42,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,169
warmshoot_t0.2,CloseBlenderLid,43,2000043,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:43,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,172
warmshoot_t0.2,CloseBlenderLid,44,2000044,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:44,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,175
warmshoot_t0.2,CloseBlenderLid,45,2000045,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:45,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,178
warmshoot_t0.2,CloseBlenderLid,46,2000046,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:46,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,181
warmshoot_t0.2,CloseBlenderLid,47,2000047,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:47,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,184
warmshoot_t0.2,CloseBlenderLid,48,2000048,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:48,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,186
warmshoot_t0.2,CloseBlenderLid,49,2000049,main,,1,1,0,rc_macro13,sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05__CloseBlenderLid:eval:0:49,exp/step_diag/data/rc_macro13/pi05/warmshoot_t0.2/journal_sdiag-warmshoot_t0.2-main-61682f54d8bf__l1s1_pi05.jsonl,189
full,CloseFridge,0,2000000,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:0,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,4
full,CloseFridge,1,2000001,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:1,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,6
full,CloseFridge,2,2000002,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:2,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,8
full,CloseFridge,3,2000003,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:3,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,11
full,CloseFridge,4,2000004,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:4,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,14
full,CloseFridge,5,2000005,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:5,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,16
full,CloseFridge,6,2000006,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:6,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,18
full,CloseFridge,7,2000007,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:7,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,20
full,CloseFridge,8,2000008,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:8,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,22
full,CloseFridge,9,2000009,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:9,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,26
full,CloseFridge,10,2000010,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:10,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,29
full,CloseFridge,11,2000011,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:11,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,31
full,CloseFridge,12,2000012,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:12,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,33
full,CloseFridge,13,2000013,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:13,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,36
full,CloseFridge,14,2000014,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:14,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,38
full,CloseFridge,15,2000015,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:15,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,42
full,CloseFridge,16,2000016,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:16,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,43
full,CloseFridge,17,2000017,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:17,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,45
full,CloseFridge,18,2000018,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:18,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,48
full,CloseFridge,19,2000019,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:19,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,50
full,CloseFridge,20,2000020,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:20,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,53
full,CloseFridge,21,2000021,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:21,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,55
full,CloseFridge,22,2000022,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:22,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,58
full,CloseFridge,23,2000023,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:23,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,60
full,CloseFridge,24,2000024,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:24,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,62
full,CloseFridge,25,2000025,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:25,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,64
full,CloseFridge,26,2000026,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:26,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,66
full,CloseFridge,27,2000027,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:27,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,68
full,CloseFridge,28,2000028,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:28,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,70
full,CloseFridge,29,2000029,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:29,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,72
full,CloseFridge,30,2000030,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:30,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,76
full,CloseFridge,31,2000031,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:31,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,79
full,CloseFridge,32,2000032,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:32,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,81
full,CloseFridge,33,2000033,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:33,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,83
full,CloseFridge,34,2000034,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:34,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,84
full,CloseFridge,35,2000035,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:35,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,86
full,CloseFridge,36,2000036,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:36,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,87
full,CloseFridge,37,2000037,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:37,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,88
full,CloseFridge,38,2000038,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:38,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,89
full,CloseFridge,39,2000039,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:39,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,90
full,CloseFridge,40,2000040,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:40,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,91
full,CloseFridge,41,2000041,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:41,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,92
full,CloseFridge,42,2000042,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:42,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,93
full,CloseFridge,43,2000043,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:43,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,94
full,CloseFridge,44,2000044,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:44,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,95
full,CloseFridge,45,2000045,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:45,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,96
full,CloseFridge,46,2000046,main,,1,1,0,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:46,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,97
full,CloseFridge,47,2000047,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:47,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,98
full,CloseFridge,48,2000048,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:48,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,99
full,CloseFridge,49,2000049,main,,1,1,1,rc,sdiag-full-main-ca9ece2714b8__l1s1_pi05__CloseFridge:eval:1:49,exp/step_diag/data/rc/pi05/full/journal_sdiag-full-main-ca9ece2714b8__l1s1_pi05.jsonl,100
plain_k2,CloseFridge,0,2000000,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:0,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,3
plain_k2,CloseFridge,1,2000001,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:1,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,6
plain_k2,CloseFridge,2,2000002,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:2,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,9
plain_k2,CloseFridge,3,2000003,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:3,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,13
plain_k2,CloseFridge,4,2000004,main,,1,1,1,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:4,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,15
plain_k2,CloseFridge,5,2000005,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:5,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,18
plain_k2,CloseFridge,6,2000006,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:6,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,20
plain_k2,CloseFridge,7,2000007,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:7,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,23
plain_k2,CloseFridge,8,2000008,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:8,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,27
plain_k2,CloseFridge,9,2000009,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:9,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,29
plain_k2,CloseFridge,10,2000010,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:10,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,31
plain_k2,CloseFridge,11,2000011,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:11,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,35
plain_k2,CloseFridge,12,2000012,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:12,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,37
plain_k2,CloseFridge,13,2000013,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:13,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,41
plain_k2,CloseFridge,14,2000014,main,,1,1,1,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:14,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,43
plain_k2,CloseFridge,15,2000015,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:15,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,46
plain_k2,CloseFridge,16,2000016,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:16,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,48
plain_k2,CloseFridge,17,2000017,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:17,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,51
plain_k2,CloseFridge,18,2000018,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:18,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,53
plain_k2,CloseFridge,19,2000019,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:19,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,56
plain_k2,CloseFridge,20,2000020,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:20,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,60
plain_k2,CloseFridge,21,2000021,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:21,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,62
plain_k2,CloseFridge,22,2000022,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:22,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,64
plain_k2,CloseFridge,23,2000023,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:23,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,68
plain_k2,CloseFridge,24,2000024,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:24,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,72
plain_k2,CloseFridge,25,2000025,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:25,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,74
plain_k2,CloseFridge,26,2000026,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:26,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,78
plain_k2,CloseFridge,27,2000027,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:27,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,80
plain_k2,CloseFridge,28,2000028,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:28,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,83
plain_k2,CloseFridge,29,2000029,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:29,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,86
plain_k2,CloseFridge,30,2000030,main,,1,1,1,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:30,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,88
plain_k2,CloseFridge,31,2000031,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:31,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,91
plain_k2,CloseFridge,32,2000032,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:32,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,95
plain_k2,CloseFridge,33,2000033,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:33,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,97
plain_k2,CloseFridge,34,2000034,main,,1,1,1,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:34,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,100
plain_k2,CloseFridge,35,2000035,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:35,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,104
plain_k2,CloseFridge,36,2000036,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:36,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,107
plain_k2,CloseFridge,37,2000037,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:37,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,110
plain_k2,CloseFridge,38,2000038,main,,1,1,0,rc,sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05__CloseFridge:eval:1:38,exp/step_diag/data/rc/pi05/plain_k2/journal_sdiag-plain_k2-main-e28c08c6fab7__l1s1_pi05.jsonl,114
